id,label,url,landmark_id
067f2d8ea47a5161,0,https://upload.wikimedia.org/wikipedia/commons/9/9e/The_tomb_of_Isa_Khan_Niyazi_b80.jpg,27
083dce4eaeaf9fcb,0,https://upload.wikimedia.org/wikipedia/commons/7/7d/The_tomb_of_Isa_Khan_Niyazi_b41.jpg,27
0480c64cd691d4a4,0,https://upload.wikimedia.org/wikipedia/commons/0/01/The_tomb_of_Isa_Khan_Niyazi_b66.jpg,27
0992e5594475a9ab,0,https://upload.wikimedia.org/wikipedia/commons/1/14/Isa_Khan_Niyazi%27s_Tomb_%283544842835%29.jpg,27
04c2c4c721621980,0,https://upload.wikimedia.org/wikipedia/commons/0/07/Isa_Khan%27s_Tomb_Delhi_ec-4.jpg,27
062b98a7b4dd967a,0,https://upload.wikimedia.org/wikipedia/commons/8/8c/The_tomb_of_Isa_Khan_Niyazi_66.jpg,27
038450020a8c3338,0,https://upload.wikimedia.org/wikipedia/commons/3/34/The_tomb_of_Isa_Khan_Niyazi_049.jpg,27
088ed3992be7d0d7,0,https://upload.wikimedia.org/wikipedia/commons/8/84/Grave_of_Isha_Khan_from_the_window_of_tomb_of_Isa_Khan_Niyazi3.jpg,27
053e45337a27d966,0,https://upload.wikimedia.org/wikipedia/commons/0/0e/The_tomb_of_Isa_Khan_Niyazi_74.jpg,27
0110a04e618bc368,0,https://upload.wikimedia.org/wikipedia/commons/3/3f/The_tomb_of_Isa_Khan_Niyazi_003.jpg,27
083f4ecd174e5114,0,https://upload.wikimedia.org/wikipedia/commons/5/56/Isa_Khan%27s_Tomb%2C_Delhi_07.jpg,27
06ca57d5e28df171,0,https://upload.wikimedia.org/wikipedia/commons/1/13/The_tomb_of_Isa_Khan_Niyazi_27.jpg,27
0a6326b72d4e817c,1,https://upload.wikimedia.org/wikipedia/commons/f/f2/Transamerica_Pyramid_Building_%2815541299438%29.jpg,226
03b73392eb9ee569,1,https://upload.wikimedia.org/wikipedia/commons/7/71/LongBeachCircuit-LindenDownhill_%2833976614183%29.jpg,226
04c19a3651de0d63,1,https://upload.wikimedia.org/wikipedia/commons/4/4f/Rick_Segreda_went_with_me_from_Port_Orford%2C_Oregon_to_San_Luis_Obispo_%2810221596113%29.jpg,226
02835c2fe892441b,1,https://upload.wikimedia.org/wikipedia/commons/6/65/Guadelupe_fields_%2810377588474%29.jpg,226
00c6033196d26169,1,https://upload.wikimedia.org/wikipedia/commons/d/dd/CA_Highway_2_%2825614834641%29.jpg,226
0914999f08739edb,1,https://upload.wikimedia.org/wikipedia/commons/7/7b/Silverwood_Lake_CA_-_Man_in_hat_%284621645649%29.jpg,226
03e6c9c6a852fceb,1,https://upload.wikimedia.org/wikipedia/commons/0/06/Down_into_Santa_Barbara_from_San_Ynez_Valley_%2810221586663%29.jpg,226
02cc83e6db13bd3c,1,https://upload.wikimedia.org/wikipedia/commons/6/6e/Sunset_And_The_Moon_%28213958617%29.jpeg,226
07449a5bd25e65cc,2,https://upload.wikimedia.org/wikipedia/commons/d/d2/Singapore_-_panoramio_%28181%29.jpg,244
0a8c0f38d2a16141,2,https://upload.wikimedia.org/wikipedia/commons/d/d5/Gardens_by_the_Marina_Bay-71_%288336833781%29.jpg,244
02f5a1f189ecf929,2,https://upload.wikimedia.org/wikipedia/commons/5/51/Singapore_-_panoramio_%28171%29.jpg,244
034c3e3313a7ee85,2,https://upload.wikimedia.org/wikipedia/commons/d/df/Gardens_by_the_Marina_Bay-110_%288359259686%29.jpg,244
0207ba66f4b1853d,2,https://upload.wikimedia.org/wikipedia/commons/d/d2/Gardens_by_the_Marina_Bay_-_Dome_Flowers-02_%288323728824%29.jpg,244
02990579c337f111,2,https://upload.wikimedia.org/wikipedia/commons/3/30/Gardens_by_the_Marina_Bay-83_%288343955221%29.jpg,244
022d5f6cbbbd969f,2,https://upload.wikimedia.org/wikipedia/commons/7/74/Gardens_by_the_Bay%2C_Sculpture_7.jpg,244
09b614e1c318f882,2,https://upload.wikimedia.org/wikipedia/commons/2/2e/Singapore%2C_Gardens_by_the_bay_-_panoramio_%281%29.jpg,244
029acad50de03dff,2,https://upload.wikimedia.org/wikipedia/commons/e/e2/Gardens_by_the_Marina_Bay-74_%288336834169%29.jpg,244
065f839e45302a26,2,https://upload.wikimedia.org/wikipedia/commons/2/2d/Gardens_by_the_Marina_Bay-34_%288328753941%29.jpg,244
069042ee2066d5a0,3,http://upload.wikimedia.org/wikipedia/commons/d/d6/Orlove_stene1.jpg,1127
085b5a9b2bf0c0e2,3,https://upload.wikimedia.org/wikipedia/commons/b/bd/%D0%9D%D0%B5%D0%B1%D0%B5%D1%81%D0%BA%D0%B5_%D1%81%D1%82%D0%BE%D0%BB%D0%B8%D1%86%D0%B5_0325.jpg,1127
08b850ab3be0dcbf,3,https://upload.wikimedia.org/wikipedia/commons/c/c5/Kopaonik_0491.jpg,1127
00aa0d90cee77405,3,https://upload.wikimedia.org/wikipedia/commons/b/bc/%D0%9A%D0%BE%D0%BF%D0%B0%D0%BE%D0%BD%D0%B8%D0%BA_0198.jpg,1127
03c5a3983ffd71dc,3,https://upload.wikimedia.org/wikipedia/commons/2/29/%D0%9A%D0%BE%D0%BF%D0%B0%D0%BE%D0%BD%D0%B8%D0%BA_17.jpg,1127
04611d7eb1c74bbe,3,https://upload.wikimedia.org/wikipedia/commons/b/b5/%D0%9A%D0%BE%D0%BF%D0%B0%D0%BE%D0%BD%D0%B8%D0%BA_86.jpg,1127
0131c8d090113ebf,3,https://upload.wikimedia.org/wikipedia/commons/b/b1/Kopaonik_0288.jpg,1127
065571478315012c,3,https://upload.wikimedia.org/wikipedia/commons/0/03/%D0%9A%D0%BE%D0%BF%D0%B0%D0%BE%D0%BD%D0%B8%D0%BA_37.jpg,1127
002d5e3049d69e1c,3,https://upload.wikimedia.org/wikipedia/commons/8/8e/Kopaonik_0267.jpg,1127
088efe8b0b71d551,3,https://upload.wikimedia.org/wikipedia/commons/a/aa/Informativna_tabla_Kopaonik_0259.jpg,1127
092803d766d2ed08,3,https://upload.wikimedia.org/wikipedia/commons/a/ab/%D0%9A%D0%BE%D0%BF%D0%B0%D0%BE%D0%BD%D0%B8%D0%BA_0404.jpg,1127
04271a0c0d8366e7,3,https://upload.wikimedia.org/wikipedia/commons/d/d2/Predeo_na_Kopaoniku_01.jpg,1127
03fc129c50ed953f,3,https://upload.wikimedia.org/wikipedia/commons/8/82/%D0%9A%D0%B0%D0%B4%D0%B8%D1%98%D0%B5%D0%B2%D0%B0%D1%86_0002.jpg,1127
0478c2ea365cc9ab,4,https://upload.wikimedia.org/wikipedia/commons/4/4f/Slowenien_Soca_19.JPG,1189
08d77b2729770c50,4,https://upload.wikimedia.org/wikipedia/commons/5/50/P1030758_%28186794450%29.jpg,1189
0179ea61c16f0f08,4,https://upload.wikimedia.org/wikipedia/commons/f/fa/So%C4%8Da_-_panoramio_%2847%29.jpg,1189
0258bfda592583cf,4,https://upload.wikimedia.org/wikipedia/commons/c/cd/Fiume_Isonzo.jpg,1189
01bcc15948370929,4,https://upload.wikimedia.org/wikipedia/commons/7/70/Slovenia_IMG_7913_%2821220685784%29.jpg,1189
05e314f4d4e35403,4,https://upload.wikimedia.org/wikipedia/commons/6/69/Triglav_Soca_6.JPG,1189
070c48af8ac7eb87,4,https://upload.wikimedia.org/wikipedia/commons/2/2c/Soca_%2814604016395%29.jpg,1189
045a5878a41f42aa,4,https://upload.wikimedia.org/wikipedia/commons/d/d1/Soca_River_-_Slovenia_%287451232042%29.jpg,1189
008315aa634e14b9,5,https://upload.wikimedia.org/wikipedia/commons/9/99/Niagara_Falls_008.JPG,1924
044d49e94be079f6,5,https://upload.wikimedia.org/wikipedia/commons/9/9a/Niagra_Falls_-_Waterfalls_%289855300374%29_%282%29.jpg,1924
094e4a54a1e1ede5,5,https://upload.wikimedia.org/wikipedia/commons/5/50/Niagara_Falls_9_1977.jpg,1924
00061e23ce736fa9,5,https://upload.wikimedia.org/wikipedia/commons/8/8d/Niagra_Falls_-_Waterfalls_%289855150294%29_%282%29.jpg,1924
008e6817cf364cb6,5,https://upload.wikimedia.org/wikipedia/commons/e/e2/And_the_Canadian_side_in_all_it%27s_glory_%2827895870545%29.jpg,1924
05ab5a4c8ead58fb,5,https://upload.wikimedia.org/wikipedia/commons/c/c2/Whirlpool_from_Spanish_Aero_Car_-_panoramio.jpg,1924
05900770ee70c00d,5,https://upload.wikimedia.org/wikipedia/commons/a/ac/Niagara_Falls_%286094157773%29.jpg,1924
097297ef57fc7d2e,5,https://upload.wikimedia.org/wikipedia/commons/1/17/Niagara_Falls_2013_%2838%29.jpg,1924
012d1e3ba1a8281f,5,https://upload.wikimedia.org/wikipedia/commons/1/11/Cataratas_del_Niagara_%28verano%29.JPG,1924
062540e897e818c8,5,https://upload.wikimedia.org/wikipedia/commons/3/33/Niagara_Falls_seen_from_4000_ft_-_panoramio_-_zantastik.jpg,1924
053f0d31325a7324,5,https://upload.wikimedia.org/wikipedia/commons/3/33/Niagara_Falls_-_panoramio_%2857%29.jpg,1924
022cf249792faa2e,5,https://upload.wikimedia.org/wikipedia/commons/a/a9/American_and_Canadian_Falls_%287219527750%29.jpg,1924
026426a6cbf644aa,5,https://upload.wikimedia.org/wikipedia/commons/d/d0/Niagara_Falls_Storm.jpg,1924
0463144b1d4d85fa,5,https://upload.wikimedia.org/wikipedia/commons/7/77/Inverted_pink_flowers_at_Niagara_Park_-_panoramio.jpg,1924
0367a77b587a5d26,5,https://upload.wikimedia.org/wikipedia/commons/a/ad/Niagara_falls_2013_%283%29.jpg,1924
004c6bab1e76c6d8,5,https://upload.wikimedia.org/wikipedia/commons/9/91/Niagara_on_the_Lake_Chamber_of_Commerce_building_%2827794850072%29.jpg,1924
052cc36e03db0e37,5,https://upload.wikimedia.org/wikipedia/commons/a/a6/Niagara_Falls%2C_NY%2C_USA_-_panoramio_%2826%29.jpg,1924
06ea48c7dc89c0a4,5,https://upload.wikimedia.org/wikipedia/commons/9/9f/NiagaraBalkon.jpg,1924
055f9ac8a6c4ed6c,5,https://upload.wikimedia.org/wikipedia/commons/9/9e/Niagra_Falls_-_Waterfalls_%289854978144%29_%282%29.jpg,1924
05afc1673944b18d,5,https://upload.wikimedia.org/wikipedia/commons/6/60/Israa_-_panoramio.jpg,1924
0977418f53803aaf,5,https://upload.wikimedia.org/wikipedia/commons/3/30/Niagara_Falls_lit_up.jpg,1924
0308fff4259c9a2d,5,https://upload.wikimedia.org/wikipedia/commons/0/07/Niagara_Falls_August%2C_2017_%2857%29.jpg,1924
0a3f7d9124d49e75,5,https://upload.wikimedia.org/wikipedia/commons/f/ff/Niagra_Falls_-_Waterfalls_%289855103804%29_%282%29.jpg,1924
057514972f506adc,5,https://upload.wikimedia.org/wikipedia/commons/d/dc/Niagara_Falls_August%2C_2017_%2826%29.jpg,1924
08308dc87a7bbed6,5,https://upload.wikimedia.org/wikipedia/commons/b/b1/Passion_Flower_-_panoramio_%281%29.jpg,1924
0060992db5cc819f,5,https://upload.wikimedia.org/wikipedia/commons/e/ea/Niagara_Falls_at_Night%21_%2841325719%29.jpg,1924
099f31fd4f9731ac,5,https://upload.wikimedia.org/wikipedia/commons/f/f1/The_virulent_Canadian_side_%2827283392843%29.jpg,1924
061706bdf25f8512,5,https://upload.wikimedia.org/wikipedia/commons/0/08/Niagara_Falls%2C_Canada_%281%29.jpg,1924
06c3c5e2cb634426,5,https://upload.wikimedia.org/wikipedia/commons/4/46/Niagara_Falls_2_-_panoramio.jpg,1924
06cb4871caf4d6dc,5,https://upload.wikimedia.org/wikipedia/commons/7/74/Rainbow_Bridge%2C_Niagara_Falls_-_panoramio_%283%29.jpg,1924
01e828d2555f17a4,5,https://upload.wikimedia.org/wikipedia/commons/7/7e/Niagara_Falls_-_panoramio_%2830%29.jpg,1924
